university,programme,programme_code,faculty,level,course_code,course_name,ects
RTU,Environmental Engineering,EMI0,Faculty of Natural Sciences and Technology,Master,DA5205,Environmental Policy and Economics,8
RTU,Environmental Engineering,EMI0,Faculty of Natural Sciences and Technology,Master,DA0250,Environmental Impact Assessment,6
RTU,Environmental Engineering,EMI0,Faculty of Natural Sciences and Technology,Master,DA5207,Intersectoral and Interdisciplinary Research Methods,6
RTU,Environmental Engineering,EMI0,Faculty of Natural Sciences and Technology,Master,DA5204,Environmental Technologies,15
RTU,Environmental Engineering,EMI0,Faculty of Natural Sciences and Technology,Master,DA5226,Energy Conversion and Efficiency,6
RTU,Environmental Engineering,EMI0,Faculty of Natural Sciences and Technology,Master,DA0257,Renewable Energy Sources,6
RTU,Environmental Engineering,EMI0,Faculty of Natural Sciences and Technology,Master,DA5212,Circular Economy and Waste Management,6
RTU,Environmental Engineering,EMI0,Faculty of Natural Sciences and Technology,Master,DA5208,Energy Efficiency and Energy Audit of Buildings,6
RTU,Environmental Engineering,EMI0,Faculty of Natural Sciences and Technology,Master,DA5224,Strategic Planning Innovations and Ecomanagement,6
RTU,Environmental Engineering,EMI0,Faculty of Natural Sciences and Technology,Master,DA5214,Geospatial Analysis for Environmental Engineering,6
RTU,Environmental Engineering,EMI0,Faculty of Natural Sciences and Technology,Master,DA5210,Environmental Management and Adaptation to Climate Change,6
RTU,Educational Sciences,GMI0,Liepaja Academy,Master,LA0420,History and Philosophy of Education in a 21st Century Perspective,6
RTU,Educational Sciences,GMI0,Liepaja Academy,Master,LA0421,Research I,6
RTU,Educational Sciences,GMI0,Liepaja Academy,Master,LA0441,Quality of Education,6
RTU,Educational Sciences,GMI0,Liepaja Academy,Master,LA0422,Management and Leadership in Education,9
RTU,Educational Sciences,GMI0,Liepaja Academy,Master,LA0423,Organization of Educational Work and Human Resources in Education,9
RTU,Educational Sciences,GMI0,Liepaja Academy,Master,LA1222,Teaching and Learning in Digital Era,3
RTU,Educational Sciences,GMI0,Liepaja Academy,Master,LA1223,Teacher Professional Identity and Pedagogical Mastery,9
RTU,Educational Sciences,GMI0,Liepaja Academy,Master,LA1224,Education for Sustainable Development,6
RTU,Entrepreneurship and Management,IMU0,Faculty of Engineering Economics and Management,Master,IV0625,Business Modeling,6
RTU,Entrepreneurship and Management,IMU0,Faculty of Engineering Economics and Management,Master,IV0624,Organizational Theory,6
RTU,Entrepreneurship and Management,IMU0,Faculty of Engineering Economics and Management,Master,IV0518,Process Analysis and Management,6
RTU,Entrepreneurship and Management,IMU0,Faculty of Engineering Economics and Management,Master,IV0398,Financial Analysis and Planning,6
RTU,Entrepreneurship and Management,IMU0,Faculty of Engineering Economics and Management,Master,IV0591,Strategy and Change Management,6
RTU,Entrepreneurship and Management,IMU0,Faculty of Engineering Economics and Management,Master,IV0745,Contemporary Research Methods,6
RTU,Entrepreneurship and Management,IMU0,Faculty of Engineering Economics and Management,Master,IV0626,Innovation and Technology Transfer,6
RTU,Entrepreneurship and Management,IMU0,Faculty of Engineering Economics and Management,Master,IV0650,Industrial Sustainability and Circular Economy,6
RTU,Entrepreneurship and Management,IMU0,Faculty of Engineering Economics and Management,Master,IV0515,Talent and Personnel Management,6
RTU,Entrepreneurship and Management,IMU0,Faculty of Engineering Economics and Management,Master,IV0649,Engineering Project Management,6
RTU,Entrepreneurship and Management,IMU0,Faculty of Engineering Economics and Management,Master,IV0729,Customer Relationship Management,3
RTU,Entrepreneurship and Management,IMU0,Faculty of Engineering Economics and Management,Master,IV0692,Public Communication for Managers,3
RTU,Chemistry and Chemical Technology,KMM0,Faculty of Natural Sciences and Technology,Master,DA3203,Chemical Industry and Sustainability,12
RTU,Chemistry and Chemical Technology,KMM0,Faculty of Natural Sciences and Technology,Master,DA3204,Contaminated Site Assessment,6
RTU,Chemistry and Chemical Technology,KMM0,Faculty of Natural Sciences and Technology,Master,DA3205,Control and Automation of Chemical Processes,6
RTU,Chemistry and Chemical Technology,KMM0,Faculty of Natural Sciences and Technology,Master,DA3206,Manufacturing Plant Design,6
RTU,Chemistry and Chemical Technology,KMM0,Faculty of Natural Sciences and Technology,Master,DA3207,Biotechnological Processes and Equipment,6
RTU,Chemistry and Chemical Technology,KMM0,Faculty of Natural Sciences and Technology,Master,DA3219,Methodology of Scientific Research,6
RTU,Chemistry and Chemical Technology,KMM0,Faculty of Natural Sciences and Technology,Master,DA3220,Microbiology,6
RTU,Architecture,AGA0,Institute of Architecture and Design,Master,AD0134,Contemporary Architecture,3
RTU,Architecture,AGA0,Institute of Architecture and Design,Master,AD0131,Architecture of Latvia,3
RTU,Architecture,AGA0,Institute of Architecture and Design,Master,AD0031,Architectural Design Studio,5
RTU,Architecture,AGA0,Institute of Architecture and Design,Master,AD0125,Sustainable Urban Development,3
RTU,Architecture,AGA0,Institute of Architecture and Design,Master,BM0638,Building Climate Systems in Architecture,3
RTU,Architecture,AGA0,Institute of Architecture and Design,Master,BM0637,Structural Systems,3
RTU,Architecture,AGA0,Institute of Architecture and Design,Master,AD0127,Principles of Design Planning and Management,3
RTU,Architecture,AGA0,Institute of Architecture and Design,Master,AD0133,Historical Building Fabric and Conservation Methods,3
RTU,Architecture,AGA0,Institute of Architecture and Design,Master,AD0128,Architectural Morphology and Research Methods,3
RTU,Architecture,AGA0,Institute of Architecture and Design,Master,AD0129,Integrated Urban Design,3
RTU,Logistics and Supply Chain Security,CGH0,Faculty of Engineering Economics and Management,Master,IV0540,Global Markets and Supply Chains,3
RTU,Logistics and Supply Chain Security,CGH0,Faculty of Engineering Economics and Management,Master,DE0654,Logistics Systems Management,3
RTU,Logistics and Supply Chain Security,CGH0,Faculty of Engineering Economics and Management,Master,IV0535,Customs and Security Processes in Supply Chains,3
RTU,Logistics and Supply Chain Security,CGH0,Faculty of Engineering Economics and Management,Master,IV0539,Quality and Environmental Management,3
RTU,Logistics and Supply Chain Security,CGH0,Faculty of Engineering Economics and Management,Master,IV0536,Supply Chain Strategy Management,3
RTU,Logistics and Supply Chain Security,CGH0,Faculty of Engineering Economics and Management,Master,IV0541,Globalization and Integration Processes in the World Economy,3
RTU,Logistics and Supply Chain Security,CGH0,Faculty of Engineering Economics and Management,Master,IV0542,International Business,3
RTU,Logistics and Supply Chain Security,CGH0,Faculty of Engineering Economics and Management,Master,IV0530,Global Logistics and Transport,6
RTU,Logistics and Supply Chain Security,CGH0,Faculty of Engineering Economics and Management,Master,IV0533,Management of International Transportation,6
RTU,Logistics and Supply Chain Security,CGH0,Faculty of Engineering Economics and Management,Master,IV0531,Business Logistics,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0874,Total Quality Management,6
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0949,IT Project Management,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0918,Management Information Systems,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0919,Team Management,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0921,Big Data,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0922,Advanced Software Development Methodologies,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA1527,Information Security and Personal Data Protection,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0924,Software Systems Prototyping,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0950,Communication Management,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0951,IT Project Work Management,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0929,Business Analysis,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0953,Introduction to Deep Machine Learning,6
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0938,Computer Vision,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0934,Cloud Computing Architecture and Applications,6
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA1465,Programming Language Python,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA1466,Software Engineering,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA1467,Introduction to Data Processing Systems,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA1468,Object-Oriented Programming,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA1474,Web Programming,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA1476,Databases Technologies,6
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA1478,Information Systems Analysis and Design,6
RTU,Logistics and Supply Chain Management,DML0,"Faculty of Computer Science, Information Technology and Energy",Master,DE0775,Basics of Logistics and Supply Chain Management,6
RTU,Logistics and Supply Chain Management,DML0,"Faculty of Computer Science, Information Technology and Energy",Master,DE0786,Modelling and Simulation in Logistics,6
RTU,Logistics and Supply Chain Management,DML0,"Faculty of Computer Science, Information Technology and Energy",Master,DE0787,Optimization Methods in Logistics,3
RTU,Logistics and Supply Chain Management,DML0,"Faculty of Computer Science, Information Technology and Energy",Master,DE0782,Information Technologies in Logistics,6
RTU,Logistics and Supply Chain Management,DML0,"Faculty of Computer Science, Information Technology and Energy",Master,DE0781,Material Handling Technologies and Automated Solutions,6
RTU,Logistics and Supply Chain Management,DML0,"Faculty of Computer Science, Information Technology and Energy",Master,DE0784,Supply Chain Network Management Technologies,6
RTU,Logistics and Supply Chain Management,DML0,"Faculty of Computer Science, Information Technology and Energy",Master,DE0785,Systems Thinking,6
RTU,Logistics and Supply Chain Management,DML0,"Faculty of Computer Science, Information Technology and Energy",Master,IV0645,Human Resources,3
RTU,Logistics and Supply Chain Management,DML0,"Faculty of Computer Science, Information Technology and Energy",Master,DE0777,Logistics Information Systems,9
RTU,Logistics and Supply Chain Management,DML0,"Faculty of Computer Science, Information Technology and Energy",Master,DE0180,Electronic Commerce in Logistics,5
RTU,Logistics and Supply Chain Management,DML0,"Faculty of Computer Science, Information Technology and Energy",Master,DE0788,Systems Analysis,3
RTU,Logistics and Supply Chain Management,DML0,"Faculty of Computer Science, Information Technology and Energy",Master,DE0779,Information Technology Fundamentals,3
RTU,Adaptronics,EGA0,"Faculty of Computer Science, Information Technology and Energy",Master,DE0227,Large Range Robotic Motion Simulator Adaptive Virtual Reality and AI,8
RTU,Smart Electronic Systems,EGV0,"Faculty of Computer Science, Information Technology and Energy",Master,DE0215,Data Transmission in Wireless Sensor Networks,5
RTU,Telecommunication Technologies and Networks Management,EMH0,"Faculty of Computer Science, Information Technology and Energy",Master,DE0850,Research Seminars,6
RTU,Telecommunication Technologies and Networks Management,EMH0,"Faculty of Computer Science, Information Technology and Energy",Master,DE0221,Telecommunications and Computer Networks,8
RTU,Environmental Engineering,EMI0,Faculty of Natural Sciences and Technology,Master,DA5222,Experiment Planning and Simulation of Processes,6
RTU,Environmental Engineering,EMI0,Faculty of Natural Sciences and Technology,Master,DA5209,Ecodesign and Life Cycle Analysis,9
RTU,Educational Sciences,GMI0,Liepaja Academy,Master,LA0516,Introduction to Education Studies,6
RTU,Educational Sciences,GMI0,Liepaja Academy,Master,LA0518,Research II,6
RTU,Educational Sciences,GMI0,Liepaja Academy,Master,LA0517,Educational Psychology,6
RTU,Chemistry and Chemical Technology,KMM0,Faculty of Natural Sciences and Technology,Master,DA3208,Technology of Polymer Materials,6
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0952,Programming and Mathematics,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0933,Server Virtualization,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0941,Internet of Things I,3
RTU,Logistics and Supply Chain Management,DML0,"Faculty of Computer Science, Information Technology and Energy",Master,DE0780,Material Handling System Design and Analysis,9
RTU,Logistics and Supply Chain Management,DML0,"Faculty of Computer Science, Information Technology and Energy",Master,DE0783,Transport System Design and Analysis,9
RTU,Design Engineering,WGT0,Institute of Architecture and Design,Master,AD0042,Design & Technologies Challenges for the 21st Century,5
RTU,Design Engineering,WGT0,Institute of Architecture and Design,Master,AD0138,Design & Technologies for Sustainability,6
RTU,Design Engineering,WGT0,Institute of Architecture and Design,Master,AD0146,Research Design and Analysis,9
RTU,Design Engineering,WGT0,Institute of Architecture and Design,Master,IV0557,Contemporary Issues of Strategic Management and Marketing,6
RTU,Design Engineering,WGT0,Institute of Architecture and Design,Master,AD0141,Design and Technologies Project Management,6
RTU,Design Engineering,WGT0,Institute of Architecture and Design,Master,AD0145,Design Marketing,5
RTU,Design Engineering,WGT0,Institute of Architecture and Design,Master,DA0052,Physics and Electronics of Smart Materials,4
RTU,Design Engineering,WGT0,Institute of Architecture and Design,Master,AD0140,Development of Smart Products,6
RTU,Design Engineering,WGT0,Institute of Architecture and Design,Master,AD0154,Product Life Cycle and Quality System Management,6
RTU,Design Engineering,WGT0,Institute of Architecture and Design,Master,AD0147,Technological Systems and Supply Chains Management and Logistics,6
RTU,Design Engineering,WGT0,Institute of Architecture and Design,Master,AD0144,Clothing Design 2D and 3D Technologies,6
RTU,Design Engineering,WGT0,Institute of Architecture and Design,Master,AD0001,User-Centered Design,5
RTU,Design Engineering,WGT0,Institute of Architecture and Design,Master,AD0048,Design for Change,5
RTU,Design Engineering,WGT0,Institute of Architecture and Design,Master,AD0051,Parametric 3D Modelling,5
RTU,Design Engineering,WGT0,Institute of Architecture and Design,Master,AD0029,Integrated Product Design and Development,7
RTU,Design Engineering,WGT0,Institute of Architecture and Design,Master,AD0149,Networks Planning and Design,6
RTU,Material Science and Nanotechnologies,WMM0,Faculty of Natural Sciences and Technology,Master,DA4203,Materials and Technologies,18
RTU,Material Science and Nanotechnologies,WMM0,Faculty of Natural Sciences and Technology,Master,DA4204,Biomaterials,6
RTU,Material Science and Nanotechnologies,WMM0,Faculty of Natural Sciences and Technology,Master,DA4205,Polymer Materials,6
RTU,Material Science and Nanotechnologies,WMM0,Faculty of Natural Sciences and Technology,Master,DA4206,Inorganic Materials,3
RTU,Material Science and Nanotechnologies,WMM0,Faculty of Natural Sciences and Technology,Master,DA4207,Smart Materials,6
RTU,Material Science and Nanotechnologies,WMM0,Faculty of Natural Sciences and Technology,Master,BS0062,Financial and Managerial Accounting,6
RTU,Material Science and Nanotechnologies,WMM0,Faculty of Natural Sciences and Technology,Master,BS0060,Human Resource Management,6
RTU,Material Science and Nanotechnologies,WMM0,Faculty of Natural Sciences and Technology,Master,BS0061,Managerial Statistics,6
RTU,Material Science and Nanotechnologies,WMM0,Faculty of Natural Sciences and Technology,Master,BS0063,Strategic Management,6
RTU,Material Science and Nanotechnologies,WMM0,Faculty of Natural Sciences and Technology,Master,BS0058,Managerial Economics,6
RTU,Material Science and Nanotechnologies,WMM0,Faculty of Natural Sciences and Technology,Master,BS0064,Financial Management,6
RTU,Material Science and Nanotechnologies,WMM0,Faculty of Natural Sciences and Technology,Master,BS0059,Marketing Management,6
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0930,Technology Research Methods,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0931,Advanced Topics of Information and Communication Technology,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0954,Deep Metric Training and Generative Racing Networks,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0935,High Performance Computing and Cloud Computing,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA1469,Algorithms and Data Structures,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA1470,Computer Architecture,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA1471,Computer Networks,6
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA1472,Internet Technologies,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA1473,Cloud Computing,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA1475,Mobile Applications,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA1477,Software Testing,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA1479,Software Projects and Data Quality,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA1481,Security of Information Systems,3
RTU,Information Technology,DGX0,Liepaja Academy,Master,LA0944,Internet of Things II,3
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,PA0406,Law,3
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,PA0407,Environmental Protection Civil Defense and Labour Safety,5
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,PA0408,Economics,6
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,PA0409,International and Commercial Law,3
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,PA0410,Business Organization,3
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0028,Mathematics,13
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0132,Discrete Mathematics,5
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0470,Financial Mathematics,3
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0283,Database Management Systems,6
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0577,Introduction to Artificial Intelligence,3
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0035,Banking Information Systems,4
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0915,Algorithmization and Programming of Solutions,8
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0917,Programming Languages,5
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0292,Data Models in Database Systems,3
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0575,WEB Technologies,6
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,PA0411,Financial Management,12
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0285,Systems Analysis and Knowledge Acquisition,3
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0299,Fundamentals of Computer Systems Design,3
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,PA0412,Management Accounting and Business Finance,9
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0585,Financial Mobile Application Development,6
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0918,Data Structures and Algorithms,7
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0008,Object-Oriented Programming,4
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0010,Introduction to Computer Architecture,4
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0609,Cloud Computing,3
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,PA0413,Accounting System,3
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,PA0414,Risk Management in Finance,3
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0566,Information Systems Security,3
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0914,Introduction to Data Analytics,3
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,PA0421,Taxes and Audit System,5
